SIGLA_UF|NOME_UF|REGIAO|NOME_REGIAO|Nome_Microrregiao|Total_Pop_IBGE_2022|Total_Mun_IBGE_2022
AC|Acre|N|Norte|Brasiléia|70821|4
AC|Acre|N|Norte|Cruzeiro do Sul|157120|5
AC|Acre|N|Norte|Rio Branco|452963|7
AC|Acre|N|Norte|Sena Madureira|59664|3
AC|Acre|N|Norte|Tarauacá|89212|3
AL|Alagoas|NE|Nordeste|Alagoana do Sertão do São Francisco|82149|3
AL|Alagoas|NE|Nordeste|Arapiraca|431914|10
AL|Alagoas|NE|Nordeste|Batalha|88742|8
AL|Alagoas|NE|Nordeste|Litoral Norte Alagoano|73801|5
AL|Alagoas|NE|Nordeste|Maceió|1225966|10
AL|Alagoas|NE|Nordeste|Mata Alagoana|265396|16
AL|Alagoas|NE|Nordeste|Palmeira dos Índios|167883|11
AL|Alagoas|NE|Nordeste|Penedo|119710|5
AL|Alagoas|NE|Nordeste|Santana do Ipanema|169089|10
AL|Alagoas|NE|Nordeste|Serrana do Sertão Alagoano|81803|5
AL|Alagoas|NE|Nordeste|Serrana dos Quilombos|137572|7
AL|Alagoas|NE|Nordeste|São Miguel dos Campos|246947|9
AL|Alagoas|NE|Nordeste|Traipu|34282|3
AM|Amazonas|N|Norte|Alto Solimões|264407|9
AM|Amazonas|N|Norte|Boca do Acre|56315|2
AM|Amazonas|N|Norte|Coari|156838|6
AM|Amazonas|N|Norte|Itacoatiara|176686|5
AM|Amazonas|N|Norte|Japurá|24987|2
AM|Amazonas|N|Norte|Juruá|138863|7
AM|Amazonas|N|Norte|Madeira|197592|5
AM|Amazonas|N|Norte|Manaus|2326673|7
AM|Amazonas|N|Norte|Parintins|262954|7
AM|Amazonas|N|Norte|Purus|86279|3
AM|Amazonas|N|Norte|Rio Negro|100444|4
AM|Amazonas|N|Norte|Rio Preto da Eva|55569|2
AM|Amazonas|N|Norte|Tefé|104655|3
AP|Amapá|N|Norte|Amapá|22258|3
AP|Amapá|N|Norte|Macapá|645029|8
AP|Amapá|N|Norte|Mazagão|68590|3
AP|Amapá|N|Norte|Oiapoque|38391|2
BA|Bahia|NE|Nordeste|Alagoinhas|315764|9
BA|Bahia|NE|Nordeste|Barra|175444|7
BA|Bahia|NE|Nordeste|Barreiras|375049|7
BA|Bahia|NE|Nordeste|Bom Jesus da Lapa|185152|6
BA|Bahia|NE|Nordeste|Boquira|185497|11
BA|Bahia|NE|Nordeste|Brumado|235113|14
BA|Bahia|NE|Nordeste|Catu|210545|7
BA|Bahia|NE|Nordeste|Cotegipe|118195|8
BA|Bahia|NE|Nordeste|Entre Rios|114834|5
BA|Bahia|NE|Nordeste|Euclides da Cunha|312922|9
BA|Bahia|NE|Nordeste|Feira de Santana|1118762|24
BA|Bahia|NE|Nordeste|Guanambi|389701|18
BA|Bahia|NE|Nordeste|Ilhéus-Itabuna|978502|41
BA|Bahia|NE|Nordeste|Irecê|398162|19
BA|Bahia|NE|Nordeste|Itaberaba|244055|12
BA|Bahia|NE|Nordeste|Itapetinga|201913|9
BA|Bahia|NE|Nordeste|Jacobina|341041|16
BA|Bahia|NE|Nordeste|Jequié|503626|26
BA|Bahia|NE|Nordeste|Jeremoabo|98332|5
BA|Bahia|NE|Nordeste|Juazeiro|518285|8
BA|Bahia|NE|Nordeste|Livramento do Brumado|96347|5
BA|Bahia|NE|Nordeste|Paulo Afonso|182366|6
BA|Bahia|NE|Nordeste|Porto Seguro|793125|19
BA|Bahia|NE|Nordeste|Ribeira do Pombal|303487|14
BA|Bahia|NE|Nordeste|Salvador|3556261|10
BA|Bahia|NE|Nordeste|Santa Maria da Vitória|181376|9
BA|Bahia|NE|Nordeste|Santo Antônio de Jesus|554261|21
BA|Bahia|NE|Nordeste|Seabra|273636|18
BA|Bahia|NE|Nordeste|Senhor do Bonfim|289719|9
BA|Bahia|NE|Nordeste|Serrinha|435238|18
BA|Bahia|NE|Nordeste|Valença|271971|10
BA|Bahia|NE|Nordeste|Vitória da Conquista|700342|17
CE|Ceará|NE|Nordeste|Baixo Curu|132450|3
CE|Ceará|NE|Nordeste|Baixo Jaguaribe|315692|10
CE|Ceará|NE|Nordeste|Barro|87851|3
CE|Ceará|NE|Nordeste|Baturité|179716|11
CE|Ceará|NE|Nordeste|Brejo Santo|103125|5
CE|Ceará|NE|Nordeste|Canindé|120680|4
CE|Ceará|NE|Nordeste|Cariri|586525|8
CE|Ceará|NE|Nordeste|Caririaçu|56087|4
CE|Ceará|NE|Nordeste|Cascavel|147553|3
CE|Ceará|NE|Nordeste|Chapada do Araripe|92898|5
CE|Ceará|NE|Nordeste|Chorozinho|67069|3
CE|Ceará|NE|Nordeste|Coreaú|58519|4
CE|Ceará|NE|Nordeste|Fortaleza|3624215|9
CE|Ceará|NE|Nordeste|Ibiapaba|322293|8
CE|Ceará|NE|Nordeste|Iguatu|217645|5
CE|Ceará|NE|Nordeste|Ipu|136887|6
CE|Ceará|NE|Nordeste|Itapipoca|238319|3
CE|Ceará|NE|Nordeste|Lavras da Mangabeira|55468|4
CE|Ceará|NE|Nordeste|Litoral de Aracati|128716|4
CE|Ceará|NE|Nordeste|Litoral de Camocim e Acaraú|397855|12
CE|Ceará|NE|Nordeste|Meruoca|26523|2
CE|Ceará|NE|Nordeste|Médio Curu|85566|5
CE|Ceará|NE|Nordeste|Médio Jaguaribe|60544|3
CE|Ceará|NE|Nordeste|Pacajus|137167|2
CE|Ceará|NE|Nordeste|Santa Quitéria|68518|3
CE|Ceará|NE|Nordeste|Serra do Pereiro|41715|4
CE|Ceará|NE|Nordeste|Sertão de Cratéus|241803|9
CE|Ceará|NE|Nordeste|Sertão de Inhamuns|131822|6
CE|Ceará|NE|Nordeste|Sertão de Quixeramobim|263331|7
CE|Ceará|NE|Nordeste|Sertão de Senador Pompeu|201839|8
CE|Ceará|NE|Nordeste|Sobral|415630|12
CE|Ceará|NE|Nordeste|Uruburetama|99677|4
CE|Ceará|NE|Nordeste|Várzea Alegre|92733|5
DF|Distrito Federal|CO|Centro-Oeste|Brasília|2923369|1
ES|Espírito Santo|SE|Sudeste|Afonso Cláudio|146318|7
ES|Espírito Santo|SE|Sudeste|Alegre|161071|9
ES|Espírito Santo|SE|Sudeste|Barra de São Francisco|87045|4
ES|Espírito Santo|SE|Sudeste|Cachoeiro de Itapemirim|349025|10
ES|Espírito Santo|SE|Sudeste|Colatina|214248|7
ES|Espírito Santo|SE|Sudeste|Guarapari|220027|6
ES|Espírito Santo|SE|Sudeste|Itapemirim|106717|3
ES|Espírito Santo|SE|Sudeste|Linhares|362767|7
ES|Espírito Santo|SE|Sudeste|Montanha|54478|4
ES|Espírito Santo|SE|Sudeste|Nova Venécia|128920|6
ES|Espírito Santo|SE|Sudeste|Santa Teresa|125522|6
ES|Espírito Santo|SE|Sudeste|São Mateus|200587|4
ES|Espírito Santo|SE|Sudeste|Vitória|1818375|5
GO|Goiás|CO|Centro-Oeste|Anicuns|111837|13
GO|Goiás|CO|Centro-Oeste|Anápolis|620670|20
GO|Goiás|CO|Centro-Oeste|Aragarças|55211|7
GO|Goiás|CO|Centro-Oeste|Catalão|174256|11
GO|Goiás|CO|Centro-Oeste|Ceres|256193|22
GO|Goiás|CO|Centro-Oeste|Chapada dos Veadeiros|67418|8
